Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,inauguration,NA,311,324,311,12,,,,,,,,,
GL,incantation,NA,257,318,257,11,,,,,,,,,
BN,inch,6.40,373,472,524,4,,,,,,,,,
GL,incident,NA,497,344,497,8,,,,,,,,,
GL,incline,NA,467,429,467,7,,,,,,,,,
GL,income,NA,521,475,521,6,,,,,,,,,
GL,incongruity,NA,306,210,306,11,,,,,,,,,
GL,increase,NA,590,356,590,8,,,,,,,,,
GL,incredulity,NA,351,297,351,11,,,,,,,,,
GL,incursion,NA,277,164,277,9,,,,,,,,,
GL,independence,NA,543,440,543,12,,,,,,,,,
BN,index,7.70,467,269,524,5,,,,,,,,,
GL,indication,NA,500,340,500,10,,,,,,,,,
GL,indigenous,NA,330,264,330,10,,,,,,,,,
GL,indiscretion,NA,384,305,384,12,,,,,,,,,
GL,individual,NA,586,440,586,10,,,,,,,,,
GL,indolence,NA,283,227,283,9,,,,,,,,,
BN,indoor,4.30,229,390,567,6,,,,,,,,,
BN,indoors,4.40,212,425,570,7,,,,,,,,,
GL,industry,NA,559,499,559,8,,,,,,,,,
GL,inefficiency,NA,465,316,465,12,,,,,,,,,
GL,inexperience,NA,473,305,473,12,,,,,,,,,
GL,infallibility,NA,332,275,332,13,,,,,,,,,
BN,infant,6.40,378,600,562,6,,,,,,,,,
GL,infantry,NA,351,483,351,8,,,,,,,,,
BN,infect,6.90,407,280,497,6,,,,,,,,,
GL,inferno,NA,401,572,401,7,,,,,,,,,
GL,infinity,NA,485,469,485,8,,,,,,,,,
BN,inflame,9.30,562,339,427,7,,,,,,,,,
GL,influence,NA,539,270,539,9,,,,,,,,,
GL,information,NA,590,364,590,11,,,,,,,,,
GL,infringement,NA,361,278,361,12,,,,,,,,,
GL,inhabitant,NA,469,431,469,10,,,,,,,,,
GL,inhibition,NA,476,383,476,10,,,,,,,,,
GL,initiation,NA,389,370,389,10,,,,,,,,,
BN,inkling,9.90,625,155,441,7,,,,,,,,,
BN,inlay,9.70,602,184,391,5,,,,,,,,,
GL,inn,NA,440,578,440,3,,,,,,,,,
BN,innate,12.30,700,105,541,6,,,,,,,,,
GL,innocence,NA,522,383,522,9,,,,,,,,,
GL,inoculation,NA,364,513,364,11,,,,,,,,,
BN,input,9.10,554,223,494,5,,,,,,,,,
GL,inquiry,NA,485,321,485,7,,,,,,,,,
BN,insane,7.60,452,299,527,6,,,,,,,,,
GL,insect,NA,542,586,542,6,,,,,,,,,
GL,insight,NA,462,329,462,7,,,,,,,,,
GL,insistence,NA,411,324,411,10,,,,,,,,,
GL,insolence,NA,412,407,412,9,,,,,,,,,
BN,inspect,7.50,439,323,485,7,,,,,,,,,
BN,install,9.00,546,148,527,7,,,,,,,,,
GL,instance,NA,501,250,501,8,,,,,,,,,
GL,instinct,NA,528,358,528,8,,,,,,,,,
GL,institution,NA,492,449,492,11,,,,,,,,,
GL,insufficiency,NA,385,253,385,13,,,,,,,,,
GL,insurance,NA,484,365,484,9,,,,,,,,,
GL,intelligence,NA,570,383,570,12,,,,,,,,,
GL,intemperance,NA,236,262,236,12,,,,,,,,,
BN,intend,7.60,449,123,540,6,,,,,,,,,
BN,intense,8.60,508,237,520,7,,,,,,,,,
GL,intention,NA,525,286,525,9,,,,,,,,,
GL,interest,NA,572,359,572,8,,,,,,,,,
GL,interior,NA,456,424,456,8,,,,,,,,,
GL,intermission,NA,386,402,386,12,,,,,,,,,
GL,interposition,NA,302,202,302,13,,,,,,,,,
GL,interruption,NA,546,359,546,12,,,,,,,,,
GL,interview,NA,520,499,520,9,,,,,,,,,
GL,intimation,NA,371,345,371,10,,,,,,,,,
GL,intoxication,NA,378,570,378,12,,,,,,,,,
GL,introduction,NA,566,356,566,12,,,,,,,,,
GL,invader,NA,402,419,402,7,,,,,,,,,
GL,invention,NA,489,408,489,9,,,,,,,,,
BN,invest,9.40,575,235,520,6,,,,,,,,,
GL,investigation,NA,501,397,501,13,,,,,,,,,
GL,invitation,NA,557,513,557,10,,,,,,,,,
BN,invoice,10.80,663,385,471,7,,,,,,,,,
GL,iodine,NA,396,508,396,6,,,,,,,,,
BN,iron,5.90,307,651,535,4,,,,,,,,,
GL,iron,NA,555,561,555,4,,,,,,,,,
GL,irony,NA,458,293,458,5,,,,,,,,,
GL,irregularity,NA,431,353,431,12,,,,,,,,,
GL,irrigation,NA,399,456,399,10,,,,,,,,,
GL,irritation,NA,470,448,470,10,,,,,,,,,
GL,island,NA,507,643,507,6,,,,,,,,,
BN,isle,7.90,473,390,432,4,,,,,,,,,
GL,issue,NA,525,315,525,5,,,,,,,,,
GL,item,NA,545,369,545,4,,,,,,,,,
GL,jack,NA,472,460,472,4,,,,,,,,,
BN,jackal,9.70,569,367,389,6,,,,,,,,,
BN,jacket,4.80,246,632,642,6,,,,,,,,,
GL,jade,NA,359,459,359,4,,,,,,,,,
BN,jail,5.50,313,620,473,4,,,,,,,,,
GL,janitor,NA,463,508,463,7,,,,,,,,,
GL,jar,NA,564,571,564,3,,,,,,,,,
BN,jargon,9.80,597,262,417,6,,,,,,,,,
GL,jaw,NA,529,573,529,3,,,,,,,,,
BN,jazz,7.80,466,551,493,4,,,,,,,,,
BN,jealous,6.10,352,293,569,7,,,,,,,,,
BN,jean,5.80,338,463,604,4,,,,,,,,,
BN,jeep,7.00,413,611,443,4,,,,,,,,,
GL,jeer,NA,378,430,378,4,,,,,,,,,
GL,jerk,NA,452,479,452,4,,,,,,,,,
GL,jersey,NA,559,572,559,6,,,,,,,,,
GL,jewel,NA,519,621,519,5,,,,,,,,,
GL,jingle,NA,409,497,409,6,,,,,,,,,
GL,jobber,NA,230,226,230,6,,,,,,,,,
BN,jockey,6.60,386,606,415,6,,,,,,,,,
BN,jogging,6.40,353,585,546,7,,,,,,,,,
BN,joke,5.00,274,413,601,4,,,,,,,,,
GL,joke,NA,580,483,580,4,,,,,,,,,
GL,jolt,NA,424,426,424,4,,,,,,,,,
GL,journal,NA,486,509,486,7,,,,,,,,,
GL,joy,NA,545,533,545,3,,,,,,,,,
GL,judgement,NA,506,333,506,9,,,,,,,,,
BN,juggle,5.80,330,562,453,6,,,,,,,,,
GL,juice,NA,567,593,567,5,,,,,,,,,
BN,jumble,6.10,335,364,435,6,,,,,,,,,
GL,jump,NA,551,506,551,4,,,,,,,,,
GL,junior,NA,470,391,470,6,,,,,,,,,
BN,junk,6.30,367,469,583,4,,,,,,,,,
BN,jury,9.10,546,426,461,4,,,,,,,,,
GL,justice,NA,522,379,522,7,,,,,,,,,
GL,justification,NA,411,326,411,13,,,,,,,,,
GL,kale,NA,256,391,256,4,,,,,,,,,
GL,keel,NA,337,451,337,4,,,,,,,,,
BN,keen,6.90,393,230,562,4,,,,,,,,,
GL,keeper,NA,464,421,464,6,,,,,,,,,
GL,kennel,NA,449,580,449,6,,,,,,,,,
BN,kernel,9.80,600,369,387,6,,,,,,,,,
GL,kettle,NA,551,594,551,6,,,,,,,,,
GL,kick,NA,563,551,563,4,,,,,,,,,
BN,kidney,7.80,473,593,490,6,,,,,,,,,
BN,kill,4.40,243,445,536,4,,,,,,,,,
GL,kilt,NA,485,622,485,4,,,,,,,,,
GL,kindness,NA,560,438,560,8,,,,,,,,,
BN,kingdom,5.90,333,429,436,7,,,,,,,,,
GL,kink,NA,356,480,356,4,,,,,,,,,
BN,kinky,11.10,700,427,479,5,,,,,,,,,
BN,kiss,3.70,178,644,621,4,,,,,,,,,
GL,kitten,NA,517,639,517,6,,,,,,,,,
GL,knee,NA,599,597,599,4,,,,,,,,,
BN,knelt,5.80,342,410,485,5,,,,,,,,,
BN,knife,4.50,245,636,610,5,,,,,,,,,
BN,knight,5.80,322,580,413,6,,,,,,,,,
GL,knitting,NA,501,578,501,8,,,,,,,,,
BN,knock,5.10,269,460,591,5,,,,,,,,,
BN,knot,5.60,303,547,516,4,,,,,,,,,
GL,knowledge,NA,575,348,575,9,,,,,,,,,
GL,knuckle,NA,491,520,491,7,,,,,,,,,
GL,labour,NA,559,424,559,6,,,,,,,,,
BN,lace,5.60,313,560,469,4,,,,,,,,,
BN,lack,6.80,415,228,525,4,,,,,,,,,
GL,lad,NA,490,534,490,3,,,,,,,,,
GL,lady,NA,573,571,573,4,,,,,,,,,
BN,lager,8.00,485,644,530,5,,,,,,,,,
BN,lake,4.80,256,616,506,4,,,,,,,,,
GL,lamb,NA,519,614,519,4,,,,,,,,,
GL,lamp,NA,578,575,578,4,,,,,,,,,
GL,land,NA,574,566,574,4,,,,,,,,,
GL,lane,NA,525,543,525,4,,,,,,,,,
GL,lap,NA,505,531,505,3,,,,,,,,,
BN,lapel,9.60,586,364,350,5,,,,,,,,,
GL,larch,NA,406,508,406,5,,,,,,,,,
GL,larkspur,NA,209,263,209,8,,,,,,,,,
GL,latch,NA,432,464,432,5,,,,,,,,,
BN,latent,11.60,700,193,405,6,,,,,,,,,
GL,latter,NA,444,256,444,6,,,,,,,,,
GL,laughter,NA,570,613,570,8,,,,,,,,,
BN,launch,6.80,394,402,463,6,,,,,,,,,
GL,laundry,NA,502,559,502,7,,,,,,,,,
BN,lavish,9.30,567,263,440,6,,,,,,,,,
GL,law,NA,562,409,562,3,,,,,,,,,
BN,lawn,5.70,326,598,501,4,,,,,,,,,
GL,lawyer,NA,520,557,520,6,,,,,,,,,
BN,lazy,5.30,296,299,607,4,,,,,,,,,
GL,lead,NA,526,488,526,4,,,,,,,,,
GL,leader,NA,559,502,559,6,,,,,,,,,
BN,leaf,4.40,225,655,540,4,,,,,,,,,
BN,leaflet,6.90,407,552,540,7,,,,,,,,,
BN,league,7.80,466,360,533,6,,,,,,,,,
GL,leak,NA,514,545,514,4,,,,,,,,,
BN,lean,6.40,361,339,491,4,,,,,,,,,
GL,learning,NA,565,370,565,8,,,,,,,,,
BN,lecture,9.20,495,570,684,7,,,,,,,,,
GL,lecture,NA,624,564,624,7,,,,,,,,,
BN,ledge,6.80,407,464,460,5,,,,,,,,,
GL,leek,NA,431,540,431,4,,,,,,,,,
GL,legality,NA,458,310,458,8,,,,,,,,,
BN,legend,7.00,413,291,531,6,,,,,,,,,
GL,leghorn,NA,223,262,223,7,,,,,,,,,
BN,legion,10.00,610,232,402,6,,,,,,,,,
BN,leisure,7.70,460,360,550,7,,,,,,,,,
GL,lemon,NA,518,632,518,5,,,,,,,,,
BN,lend,5.90,341,295,558,4,,,,,,,,,
GL,length,NA,591,395,591,6,,,,,,,,,
GL,lens,NA,519,556,519,4,,,,,,,,,
BN,leopard,5.60,326,580,421,7,,,,,,,,,
GL,lesson,NA,559,446,559,6,,,,,,,,,
BN,lest,10.20,636,170,385,4,,,,,,,,,
GL,letter,NA,610,595,610,6,,,,,,,,,
BN,lettuce,5.10,276,635,558,7,,,,,,,,,
GL,levity,NA,314,321,314,6,,,,,,,,,
GL,liar,NA,534,425,534,4,,,,,,,,,
GL,liberty,NA,467,392,467,7,,,,,,,,,
GL,lie,NA,548,385,548,3,,,,,,,,,
GL,lieutenant,NA,436,512,436,10,,,,,,,,,
GL,lift,NA,555,482,555,4,,,,,,,,,
GL,lightning,NA,465,599,465,9,,,,,,,,,
GL,lily,NA,437,541,437,4,,,,,,,,,
BN,limb,7.50,446,559,468,4,,,,,,,,,
GL,lime,NA,447,563,447,4,,,,,,,,,
BN,limit,6.60,376,223,576,5,,,,,,,,,
BN,limp,6.90,399,418,450,4,,,,,,,,,
GL,line,NA,591,491,591,4,,,,,,,,,
GL,linen,NA,515,551,515,5,,,,,,,,,
GL,lion,NA,511,626,511,4,,,,,,,,,
BN,liquid,5.60,303,587,545,6,,,,,,,,,
GL,liquid,NA,578,589,578,6,,,,,,,,,
BN,liquor,9.00,505,535,502,6,,,,,,,,,
GL,lisp,NA,409,464,409,4,,,,,,,,,
BN,list,5.40,293,494,597,4,,,,,,,,,
GL,literature,NA,529,487,529,10,,,,,,,,,
BN,litter,5.40,298,620,546,6,,,,,,,,,
GL,liver,NA,481,571,481,5,,,,,,,,,
BN,load,6.90,415,330,527,4,,,,,,,,,
BN,loaf,5.30,296,505,567,4,,,,,,,,,
BN,loan,8.20,431,419,564,4,,,,,,,,,
GL,loan,NA,535,430,535,4,,,,,,,,,
GL,lobby,NA,420,462,420,5,,,,,,,,,
BN,locate,7.60,453,226,462,6,,,,,,,,,
GL,lock,NA,588,532,588,4,,,,,,,,,
GL,lodge,NA,429,464,429,5,,,,,,,,,
GL,logic,NA,504,294,504,5,,,,,,,,,
BN,lone,7.30,433,291,454,4,,,,,,,,,
GL,look,NA,607,395,607,4,,,,,,,,,
BN,loop,6.00,339,481,457,4,,,,,,,,,
BN,loose,5.30,289,315,536,5,,,,,,,,,
GL,lord,NA,518,482,518,4,,,,,,,,,
BN,lorry,4.50,229,636,506,5,,,,,,,,,
BN,lose,4.60,240,290,579,4,,,,,,,,,
GL,loss,NA,558,409,558,4,,,,,,,,,
BN,loud,4.40,243,441,625,4,,,,,,,,,
BN,lounge,5.30,291,560,578,6,,,,,,,,,
BN,lousy,8.10,479,234,486,5,,,,,,,,,
GL,love,NA,619,569,619,4,,,,,,,,,
GL,lowland,NA,381,453,381,7,,,,,,,,,
GL,loyalty,NA,491,411,491,7,,,,,,,,,
GL,luck,NA,587,399,587,4,,,,,,,,,
GL,lumber,NA,465,530,465,6,,,,,,,,,
BN,lump,5.10,283,565,495,4,,,,,,,,,
GL,lunch,NA,616,602,616,5,,,,,,,,,
BN,lung,6.70,393,560,495,4,,,,,,,,,
GL,lunge,NA,394,459,394,5,,,,,,,,,
BN,lure,9.60,597,245,454,4,,,,,,,,,
BN,lush,8.60,525,368,506,4,,,,,,,,,
BN,lust,9.60,577,360,502,4,,,,,,,,,
GL,luxury,NA,506,507,506,6,,,,,,,,,
GL,lymph,NA,330,383,330,5,,,,,,,,,
GL,lynx,NA,301,461,301,4,,,,,,,,,
GL,macaroni,NA,498,608,498,8,,,,,,,,,
GL,machinery,NA,528,526,528,9,,,,,,,,,
GL,mackerel,NA,398,540,398,8,,,,,,,,,
GL,madman,NA,407,545,407,6,,,,,,,,,
BN,madness,6.80,401,335,536,7,,,,,,,,,
GL,magazine,NA,585,588,585,8,,,,,,,,,
GL,magic,NA,481,458,481,5,,,,,,,,,
GL,magnesium,NA,372,391,372,9,,,,,,,,,
GL,maiden,NA,374,554,374,6,,,,,,,,,
BN,mail,5.30,291,565,594,4,,,,,,,,,
GL,main,NA,574,309,574,4,,,,,,,,,
BN,maize,9.20,567,426,432,5,,,,,,,,,
GL,majority,NA,546,390,546,8,,,,,,,,,
GL,maker,NA,487,379,487,5,,,,,,,,,
GL,male,NA,588,587,588,4,,,,,,,,,
GL,mall,NA,330,383,330,4,,,,,,,,,
BN,mallet,7.20,448,533,419,6,,,,,,,,,
GL,management,NA,518,415,518,10,,,,,,,,,
GL,manganese,NA,332,413,332,9,,,,,,,,,
BN,manic,9.80,612,325,523,5,,,,,,,,,
GL,manicure,NA,382,451,382,8,,,,,,,,,
GL,mankind,NA,500,452,500,7,,,,,,,,,
GL,manor,NA,424,508,424,5,,,,,,,,,
BN,mansion,6.60,380,612,443,7,,,,,,,,,
BN,mantel,11.20,510,345,382,6,,,,,,,,,
GL,manufacturer,NA,480,362,480,12,,,,,,,,,
BN,manure,6.80,393,515,429,6,,,,,,,,,
GL,marble,NA,436,605,436,6,,,,,,,,,
GL,march,NA,539,497,539,5,,,,,,,,,
GL,margin,NA,499,494,499,6,,,,,,,,,
GL,market,NA,518,583,518,6,,,,,,,,,
GL,marl,NA,185,186,185,4,,,,,,,,,
GL,marriage,NA,559,556,559,8,,,,,,,,,
BN,marry,5.10,282,498,529,5,,,,,,,,,
BN,mars,6.20,359,567,506,4,,,,,,,,,
BN,marsh,6.40,380,505,426,5,,,,,,,,,
BN,marshal,9.40,587,425,403,7,,,,,,,,,
GL,marvel,NA,465,410,465,6,,,,,,,,,
BN,mask,4.90,269,555,476,4,,,,,,,,,
GL,mass,NA,473,484,473,4,,,,,,,,,
BN,massive,6.20,353,418,583,7,,,,,,,,,
GL,mast,NA,427,558,427,4,,,,,,,,,
BN,mate,7.10,420,472,640,4,,,,,,,,,
GL,material,NA,559,490,559,8,,,,,,,,,
GL,maternity,NA,389,502,389,9,,,,,,,,,
BN,matrix,12.60,700,274,449,6,,,,,,,,,
BN,matron,8.70,541,495,388,6,,,,,,,,,
GL,matter,NA,563,298,563,6,,,,,,,,,
GL,maturity,NA,475,429,475,8,,,,,,,,,
GL,mayor,NA,443,523,443,5,,,,,,,,,
GL,maze,NA,434,555,434,4,,,,,,,,,
GL,meadow,NA,478,622,478,6,,,,,,,,,
BN,meagre,10.00,611,205,385,6,,,,,,,,,
BN,measles,6.40,367,559,413,7,,,,,,,,,
BN,measure,5.80,316,450,549,7,,,,,,,,,
GL,measure,NA,555,379,555,7,,,,,,,,,
BN,meat,3.90,198,636,594,4,,,,,,,,,
GL,mechanic,NA,467,530,467,8,,,,,,,,,
GL,medicine,NA,547,551,547,8,,,,,,,,,
GL,mediocrity,NA,339,258,339,10,,,,,,,,,
BN,medium,5.80,333,308,572,6,,,,,,,,,
GL,meeting,NA,575,451,575,7,,,,,,,,,
GL,melee,NA,293,313,293,5,,,,,,,,,
BN,melt,5.00,276,445,513,4,,,,,,,,,
GL,member,NA,573,399,573,6,,,,,,,,,
BN,memoir,9.90,634,230,418,6,,,,,,,,,
GL,men,NA,621,587,621,3,,,,,,,,,
BN,mention,6.70,386,200,576,7,,,,,,,,,
GL,menu,NA,550,613,550,4,,,,,,,,,
GL,merchant,NA,439,472,439,8,,,,,,,,,
BN,mere,8.70,533,117,447,4,,,,,,,,,
GL,merit,NA,475,380,475,5,,,,,,,,,
GL,mermaid,NA,391,578,391,7,,,,,,,,,
BN,merry,5.80,317,396,477,5,,,,,,,,,
BN,mess,4.20,223,547,624,4,,,,,,,,,
GL,messenger,NA,491,505,491,9,,,,,,,,,
GL,metal,NA,559,541,559,5,,,,,,,,,
BN,methane,10.90,672,232,430,7,,,,,,,,,
GL,method,NA,556,304,556,6,,,,,,,,,
GL,methylene,NA,323,405,323,9,,,,,,,,,
BN,metre,6.00,339,494,539,5,,,,,,,,,
BN,metric,9.50,593,232,479,6,,,,,,,,,
GL,mica,NA,253,397,253,4,,,,,,,,,
GL,microbe,NA,339,394,339,7,,,,,,,,,
BN,middle,4.90,261,299,588,6,,,,,,,,,
BN,midget,8.20,510,500,460,6,,,,,,,,,
GL,midnight,NA,569,602,569,8,,,,,,,,,
GL,midshipman,NA,259,369,259,10,,,,,,,,,
BN,midst,9.60,608,223,427,5,,,,,,,,,
BN,midwife,7.50,438,478,427,7,,,,,,,,,
GL,might,NA,533,346,533,5,,,,,,,,,
BN,mighty,6.80,413,330,466,6,,,,,,,,,
BN,mike,6.90,403,390,537,4,,,,,,,,,
BN,mild,6.20,361,262,534,4,,,,,,,,,
BN,mildew,9.30,553,360,398,6,,,,,,,,,
GL,mile,NA,568,511,568,4,,,,,,,,,
BN,mileage,8.70,526,317,443,7,,,,,,,,,
GL,military,NA,458,478,458,8,,,,,,,,,
BN,milk,3.60,192,626,640,4,,,,,,,,,
BN,mill,6.50,380,451,431,4,,,,,,,,,
GL,million,NA,519,440,519,7,,,,,,,,,
GL,millstone,NA,370,526,370,9,,,,,,,,,
GL,mineral,NA,454,432,454,7,,,,,,,,,
BN,mingle,10.20,648,285,512,6,,,,,,,,,
GL,minister,NA,500,584,500,8,,,,,,,,,
GL,minnow,NA,408,554,408,6,,,,,,,,,
BN,minor,7.50,439,234,503,5,,,,,,,,,
BN,mint,5.30,298,485,535,4,,,,,,,,,
BN,minute,4.90,267,453,674,6,,,,,,,,,
GL,minute,NA,621,473,621,6,,,,,,,,,
GL,mirror,NA,593,627,593,6,,,,,,,,,
GL,mischance,NA,355,248,355,9,,,,,,,,,
BN,miser,9.60,585,288,359,5,,,,,,,,,
GL,misery,NA,494,444,494,6,,,,,,,,,
GL,mismanagement,NA,407,286,407,13,,,,,,,,,
BN,missile,8.00,479,620,428,7,,,,,,,,,
BN,mission,7.30,426,291,516,7,,,,,,,,,
GL,mist,NA,499,637,499,4,,,,,,,,,
BN,mistake,5.30,291,255,584,7,,,,,,,,,
GL,mistress,NA,472,535,472,8,,,,,,,,,
GL,mixture,NA,588,433,588,7,,,,,,,,,
GL,moan,NA,510,475,510,4,,,,,,,,,
BN,mock,8.10,492,279,501,4,,,,,,,,,
GL,mocker,NA,295,372,295,6,,,,,,,,,
BN,mode,8.60,511,213,449,4,,,,,,,,,
GL,modernist,NA,278,294,278,9,,,,,,,,,
BN,modest,8.60,511,250,532,6,,,,,,,,,
GL,mohair,NA,377,508,377,6,,,,,,,,,
BN,moist,7.10,420,412,510,5,,,,,,,,,
GL,molasses,NA,309,451,309,8,,,,,,,,,
GL,moment,NA,560,334,560,6,,,,,,,,,
GL,monarch,NA,428,572,428,7,,,,,,,,,
GL,money,NA,631,604,631,5,,,,,,,,,
GL,monocle,NA,301,529,301,7,,,,,,,,,
GL,monsoon,NA,336,498,336,7,,,,,,,,,
BN,month,5.10,259,313,603,5,,,,,,,,,
GL,monument,NA,455,543,455,8,,,,,,,,,
BN,mood,6.00,346,258,618,4,,,,,,,,,
BN,moon,3.90,204,648,513,4,,,,,,,,,
GL,moonlight,NA,467,613,467,9,,,,,,,,,
BN,mooring,9.30,557,347,399,7,,,,,,,,,
BN,moral,8.30,455,309,514,5,,,,,,,,,
GL,moral,NA,535,341,535,5,,,,,,,,,
GL,morass,NA,195,256,195,6,,,,,,,,,
BN,morsel,8.50,523,334,415,6,,,,,,,,,
GL,mortal,NA,454,402,454,6,,,,,,,,,
GL,mortar,NA,368,449,368,6,,,,,,,,,
BN,moss,6.30,354,579,418,4,,,,,,,,,
GL,mother,NA,632,638,632,6,,,,,,,,,
BN,motion,7.30,433,386,499,6,,,,,,,,,
GL,motive,NA,540,275,540,6,,,,,,,,,
GL,motor,NA,545,521,545,5,,,,,,,,,
BN,mound,7.20,426,425,437,5,,,,,,,,,
BN,mount,7.10,420,376,456,5,,,,,,,,,
GL,mountain,NA,574,629,574,8,,,,,,,,,
GL,mouse,NA,520,615,520,5,,,,,,,,,
GL,movie,NA,523,571,523,5,,,,,,,,,
BN,mower,6.60,374,432,427,5,,,,,,,,,
BN,muck,5.50,307,427,450,4,,,,,,,,,
GL,mud,NA,519,582,519,3,,,,,,,,,
BN,muffin,5.70,313,615,537,6,,,,,,,,,
GL,mule,NA,455,608,455,4,,,,,,,,,
GL,multitude,NA,447,436,447,9,,,,,,,,,
BN,mumble,6.20,349,280,508,6,,,,,,,,,
BN,mummy,2.10,100,654,606,5,,,,,,,,,
GL,murder,NA,528,549,528,6,,,,,,,,,
BN,murmur,8.20,491,202,456,6,,,,,,,,,
GL,muscle,NA,540,553,540,6,,,,,,,,,
GL,music,NA,599,549,599,5,,,,,,,,,
GL,mussel,NA,396,556,396,6,,,,,,,,,
BN,mustang,10.60,638,477,381,7,,,,,,,,,
BN,mustard,6.40,378,585,450,7,,,,,,,,,
GL,mutilation,NA,363,502,363,10,,,,,,,,,
GL,muzzle,NA,369,513,369,6,,,,,,,,,
GL,mystery,NA,548,472,548,7,,,,,,,,,
BN,myth,6.50,376,302,465,4,,,,,,,,,
GL,nail,NA,563,588,563,4,,,,,,,,,
BN,naive,9.90,609,160,499,5,,,,,,,,,
GL,namesake,NA,377,348,377,8,,,,,,,,,
BN,nanny,4.00,214,525,492,5,,,,,,,,,
GL,napkin,NA,495,582,495,6,,,,,,,,,
GL,narrowness,NA,401,397,401,10,,,,,,,,,
BN,nasty,4.60,241,341,566,5,,,,,,,,,
GL,nation,NA,508,436,508,6,,,,,,,,,
GL,native,NA,508,507,508,6,,,,,,,,,
GL,nature,NA,535,513,535,6,,,,,,,,,
BN,naughty,4.00,203,300,596,7,,,,,,,,,
BN,nausea,8.80,538,339,449,6,,,,,,,,,
GL,navy,NA,465,562,465,4,,,,,,,,,
BN,neat,5.40,302,396,577,4,,,,,,,,,
GL,necessity,NA,521,306,521,9,,,,,,,,,
BN,neck,4.40,223,608,551,4,,,,,,,,,
GL,needle,NA,533,589,533,6,,,,,,,,,
GL,neglect,NA,509,372,509,7,,,,,,,,,
GL,neighbour,NA,565,548,565,9,,,,,,,,,
GL,neighbourhood,NA,507,456,507,13,,,,,,,,,
BN,neon,8.80,539,497,427,4,,,,,,,,,
GL,nerve,NA,554,486,554,5,,,,,,,,,
BN,nervous,6.50,386,330,590,7,,,,,,,,,
BN,nest,5.10,282,584,454,4,,,,,,,,,
GL,net,NA,514,540,514,3,,,,,,,,,
BN,nettle,5.20,291,560,431,6,,,,,,,,,
BN,network,9.20,580,308,530,7,,,,,,,,,
BN,neural,11.30,675,286,466,6,,,,,,,,,
BN,neutral,8.80,546,255,469,7,,,,,,,,,
GL,neutrality,NA,409,308,409,10,,,,,,,,,
BN,neutron,11.50,700,325,412,7,,,,,,,,,
GL,newborn,NA,383,532,383,7,,,,,,,,,
GL,newspaper,NA,641,616,641,9,,,,,,,,,
GL,newt,NA,335,472,335,4,,,,,,,,,
GL,nicety,NA,302,221,302,6,,,,,,,,,
BN,nickel,8.70,526,311,395,6,,,,,,,,,
GL,night,NA,636,607,636,5,,,,,,,,,
GL,nightingale,NA,375,551,375,11,,,,,,,,,
BN,nimble,7.20,441,315,415,6,,,,,,,,,
BN,nine,3.90,206,468,603,4,,,,,,,,,
BN,ninety,5.10,291,409,485,6,,,,,,,,,
BN,ninth,5.40,299,334,450,5,,,,,,,,,
GL,nip,NA,477,486,477,3,,,,,,,,,
BN,nipple,7.40,440,611,501,6,,,,,,,,,
GL,nob,NA,265,372,265,3,,,,,,,,,
GL,nod,NA,552,508,552,3,,,,,,,,,
BN,noise,4.10,203,325,613,5,,,,,,,,,
GL,nomad,NA,342,516,342,5,,,,,,,,,
GL,nonsense,NA,522,349,522,8,,,,,,,,,
BN,noon,6.20,352,317,523,4,,,,,,,,,
BN,norm,9.40,588,142,499,4,,,,,,,,,
GL,normal,NA,602,294,602,6,,,,,,,,,
GL,nose,NA,584,605,584,4,,,,,,,,,
BN,note,5.50,294,557,595,4,,,,,,,,,
GL,note,NA,594,503,594,4,,,,,,,,,
BN,notice,6.30,338,433,590,6,,,,,,,,,
GL,notice,NA,634,467,634,6,,,,,,,,,
BN,notion,9.30,568,195,453,6,,,,,,,,,
GL,noun,NA,518,368,518,4,,,,,,,,,
GL,novel,NA,530,547,530,5,,,,,,,,,
GL,nozzle,NA,412,513,412,6,,,,,,,,,
BN,nucleus,10.50,661,399,479,7,,,,,,,,,
BN,nude,7.30,423,599,491,4,,,,,,,,,
BN,nugget,7.50,426,429,449,6,,,,,,,,,
GL,number,NA,599,489,599,6,,,,,,,,,
BN,nuptial,11.80,700,223,358,7,,,,,,,,,
BN,nurse,4.80,261,654,509,5,,,,,,,,,
GL,nurse,NA,537,617,537,5,,,,,,,,,
GL,nutrient,NA,399,378,399,8,,,,,,,,,
BN,nylon,8.90,561,415,501,5,,,,,,,,,
GL,oak,NA,515,590,515,3,,,,,,,,,
GL,oath,NA,402,443,402,4,,,,,,,,,
GL,object,NA,586,408,586,6,,,,,,,,,
BN,oblige,9.20,580,217,452,6,,,,,,,,,
GL,oblivion,NA,379,386,379,8,,,,,,,,,
BN,obscure,9.50,601,209,484,7,,,,,,,,,
GL,observation,NA,500,345,500,11,,,,,,,,,
BN,observe,7.70,452,299,557,7,,,,,,,,,
GL,observer,NA,469,489,469,8,,,,,,,,,
GL,obstruction,NA,445,413,445,11,,,,,,,,,
BN,obvious,7.10,426,217,628,7,,,,,,,,,
GL,occupation,NA,529,375,529,10,,,,,,,,,
BN,occur,8.10,502,180,546,5,,,,,,,,,
GL,ocean,NA,526,623,526,5,,,,,,,,,
